year_id,location_name,rei_id,rei_name,age_group_name,sex,parameter,mean,upper,lower,unit
2017,Malaysia,115,Diet low in milk,All Available Ages,Male,continuous,24.64076592,26.68821659,22.49825033,g/day
2017,Malaysia,115,Diet low in milk,All Available Ages,Female,continuous,23.78266331,25.66573689,21.92683397,g/day
2017,Malaysia,116,Diet high in red meat,All Available Ages,Male,continuous,16.19060709,18.15413849,14.39234736,g/day
2017,Malaysia,116,Diet high in red meat,All Available Ages,Female,continuous,10.62897121,12.21213047,9.31047555,g/day
2017,Malaysia,117,Diet high in processed meat,All Available Ages,Male,continuous,2.0090511,2.355712573,1.708643745,g/day
2017,Malaysia,117,Diet high in processed meat,All Available Ages,Female,continuous,1.528572857,1.757670029,1.313299615,g/day
2017,Malaysia,118,Diet high in sugar-sweetened beverages,All Available Ages,Male,continuous,79.67407599,88.76471243,71.19644469,g/day
2017,Malaysia,118,Diet high in sugar-sweetened beverages,All Available Ages,Female,continuous,56.55628147,62.49051382,50.91606266,g/day
2017,Malaysia,119,Diet low in fiber,All Available Ages,Male,continuous,8.804856326,9.302526358,8.360044716,g/day
2017,Malaysia,119,Diet low in fiber,All Available Ages,Female,continuous,7.494352105,7.910723818,7.095892408,g/day
2017,Malaysia,121,Diet low in seafood omega-3 fatty acids,All Available Ages,Male,continuous,0.101827997,0.105056523,0.098341966,g/day
2017,Malaysia,121,Diet low in seafood omega-3 fatty acids,All Available Ages,Female,continuous,0.08695197,0.089883258,0.084102228,g/day
2017,Malaysia,122,Diet low in polyunsaturated fatty acids,All Available Ages,Male,continuous,0.042406137,0.043789119,0.041029144,%energy/day
2017,Malaysia,122,Diet low in polyunsaturated fatty acids,All Available Ages,Female,continuous,0.041386687,0.042789604,0.040079703,%energy/day
2017,Malaysia,123,Diet high in trans fatty acids,All Available Ages,Male,continuous,0.002053695,0.002134591,0.001972784,%energy/day
2017,Malaysia,123,Diet high in trans fatty acids,All Available Ages,Female,continuous,0.002498716,0.002591801,0.002412646,%energy/day
2017,Malaysia,124,Diet high in sodium,All Available Ages,Male,continuous,4.680722959,5.149048036,4.247175049,g/day
2017,Malaysia,124,Diet high in sodium,All Available Ages,Female,continuous,4.735549601,5.096186367,4.390456448,g/day
2017,Malaysia,147,Diet low in calcium,All Available Ages,Male,continuous,0.292662592,0.302494206,0.283673409,g/day
